snr,rel_error,rel_diff_chirp_mass
24.995544,0.022852715688303996,0.022852715688303996
29.265371,0.004540697852994041,0.004540697852994041
27.83307,0.017753370708457877,0.017753370708457877
26.165295,0.014044865723279091,0.014044865723279091
25.840351,0.011354806793142358,0.011354806793142358
29.618599,0.00734978683609509,0.00734978683609509
27.405228,0.0005015256939532927,0.0005015256939532927
23.051521,-0.0012087670305695403,0.0012087670305695403
23.33866,0.006196823795067484,0.006196823795067484
21.558718,-0.030392573199003806,0.030392573199003806
23.971355,0.0064697975805966595,0.0064697975805966595
20.44469,0.03754356324681287,0.03754356324681287
25.163492,0.01128067233531509,0.01128067233531509
26.761915,-0.02506115307176141,0.02506115307176141
27.056475,-0.0027087395063816588,0.0027087395063816588
27.720387,0.013025605798337518,0.013025605798337518
26.900032,-0.006170279633237488,0.006170279633237488
29.15925,0.009936500309928946,0.009936500309928946
29.804087,0.006844716215898099,0.006844716215898099
28.34734,0.00366560706697662,0.00366560706697662
27.819643,0.00612027312115778,0.00612027312115778
28.476263,0.00019662652932277315,0.00019662652932277315
28.930922,0.014276171348752108,0.014276171348752108
20.295017,0.007872176509802703,0.007872176509802703
22.770298,0.005132472600733451,0.005132472600733451
23.64587,0.0028782740509074325,0.0028782740509074325
21.399921,0.009387892815799007,0.009387892815799007
29.02586,0.024798617726318934,0.024798617726318934
28.66376,0.007415096025868379,0.007415096025868379
25.778093,-0.004030517829392363,0.004030517829392363
24.807215,0.0064894028103497925,0.0064894028103497925
28.342115,-0.0018006557338744716,0.0018006557338744716
23.077414,0.031010219570007082,0.031010219570007082
22.379076,-0.2157883089915288,0.2157883089915288
29.59249,-0.012006923382360106,0.012006923382360106
20.92734,0.006522830831244487,0.006522830831244487
29.474485,0.006481261068477654,0.006481261068477654
23.31235,0.01573668739129114,0.01573668739129114
29.153753,-0.009298026472731882,0.009298026472731882
21.081684,0.005830291152065803,0.005830291152065803
25.25613,-0.0008365790643010407,0.0008365790643010407
29.85928,0.005774139445221172,0.005774139445221172
22.769434,-0.15870630670334934,0.15870630670334934
21.369156,-0.004986209549737623,0.004986209549737623
27.077639,0.00959082031773159,0.00959082031773159
29.956657,0.013432531944720561,0.013432531944720561
28.930225,0.013998209554833888,0.013998209554833888
23.982763,0.006831839445026317,0.006831839445026317
28.788233,0.012389002085324218,0.012389002085324218
23.522614,0.013081807060462679,0.013081807060462679
24.669003,-0.002184691079526404,0.002184691079526404
22.985981,0.038600095877934275,0.038600095877934275
22.767277,0.0256246892263306,0.0256246892263306
23.631155,0.008626866460307301,0.008626866460307301
28.596508,0.002620821357688953,0.002620821357688953
26.745983,0.008302249498273092,0.008302249498273092
21.878998,0.029686855714777863,0.029686855714777863
20.246922,0.06390810710187209,0.06390810710187209
29.32555,-0.003971680649412078,0.003971680649412078
29.835844,0.009618902380033196,0.009618902380033196
26.138342,0.004678819786289608,0.004678819786289608
24.743351,-0.010142569220745358,0.010142569220745358
29.49061,0.0058079172665204855,0.0058079172665204855
28.74457,0.01776087554677624,0.01776087554677624
29.168928,0.012420730252358892,0.012420730252358892
27.855377,-0.009456903125278388,0.009456903125278388
21.002514,-0.008513576547171628,0.008513576547171628
24.787169,0.033866484682082504,0.033866484682082504
24.87233,0.0038032681845335675,0.0038032681845335675
24.547647,0.007491287200759804,0.007491287200759804
20.92476,-0.010108918630542576,0.010108918630542576
25.694342,0.00326938067360202,0.00326938067360202
23.738771,0.020625761618504396,0.020625761618504396
25.496479,0.018257818733007646,0.018257818733007646
25.380869,0.019192563397859106,0.019192563397859106
22.502466,-0.00772706669554036,0.00772706669554036
28.243282,-0.050428559882422154,0.050428559882422154
20.16323,0.022322862471184018,0.022322862471184018
21.788815,0.008914758679812784,0.008914758679812784
22.977207,-0.011428117860592063,0.011428117860592063
25.4439,0.01857116702032525,0.01857116702032525
26.459942,0.01828425768396852,0.01828425768396852
24.971422,0.002889371319887177,0.002889371319887177
22.528206,0.17929880047319546,0.17929880047319546
20.575857,0.006416257799100355,0.006416257799100355
20.431746,0.0033951301683962398,0.0033951301683962398
23.824606,0.006410733126031234,0.006410733126031234
29.847408,0.0020721123232635965,0.0020721123232635965
21.682024,-0.034155654956420645,0.034155654956420645
23.340982,0.0010406544856064448,0.0010406544856064448
29.685246,-0.019517307488327244,0.019517307488327244
21.858507,0.021160328818972268,0.021160328818972268
28.324718,0.007060202483922966,0.007060202483922966
29.315155,-0.016746873799743486,0.016746873799743486
25.528164,-0.03250046815519791,0.03250046815519791
25.789797,-0.012406848034570934,0.012406848034570934
25.81985,0.020169072740403502,0.020169072740403502
22.952822,-0.003003086251428973,0.003003086251428973
20.864033,0.01809893306261358,0.01809893306261358
23.407122,0.0012759207439030625,0.0012759207439030625
22.476015,0.01598116460363624,0.01598116460363624
20.568754,0.01924919101880884,0.01924919101880884
25.718338,0.014941367320462513,0.014941367320462513
26.332998,0.0027293551332312465,0.0027293551332312465
25.83642,0.016420540285930988,0.016420540285930988
26.535278,0.006587557522091655,0.006587557522091655
20.625443,0.00010220928210929697,0.00010220928210929697
23.726406,-0.01561283875290517,0.01561283875290517
28.468803,0.007443536293072076,0.007443536293072076
25.266888,0.011304485852265388,0.011304485852265388
28.46057,0.01665521598377363,0.01665521598377363
24.414593,0.0015289899179014351,0.0015289899179014351
24.685316,-0.0009248002934902303,0.0009248002934902303
26.835049,0.0022411240911279534,0.0022411240911279534
21.164637,-0.016037302761728996,0.016037302761728996
24.327965,0.015376925206974836,0.015376925206974836
21.317516,0.02256542164206952,0.02256542164206952
29.534346,0.005467369825612348,0.005467369825612348
28.37345,0.0021720114493678972,0.0021720114493678972
21.45301,0.19435726354521066,0.19435726354521066
20.062765,0.01884860220247968,0.01884860220247968
21.967985,0.015864137552774948,0.015864137552774948
26.348093,0.005451401145508348,0.005451401145508348
24.903461,0.008834452270631378,0.008834452270631378
26.928722,0.006125166762369657,0.006125166762369657
26.534563,0.02221875705890841,0.02221875705890841
24.422413,0.0006405283385675027,0.0006405283385675027
22.15975,0.0046884760340136795,0.0046884760340136795
28.1663,0.016977920177956518,0.016977920177956518
23.941584,0.00908664219501205,0.00908664219501205
24.419542,0.008566230980346761,0.008566230980346761
26.793524,-0.0001783895224452873,0.0001783895224452873
27.494207,0.016459126398906888,0.016459126398906888
22.350912,-0.00022340838878160787,0.00022340838878160787
27.656084,-8.954520917445138e-05,8.954520917445138e-05
28.088179,0.001809968511487782,0.001809968511487782
